country,description,designation,points,price,province,region_1,title,variety,year,category,price_range
France,"This Blanc de Blancs has shed its initial minerality and gained rich fruitiness. Apricots as well as more citrus flavors abound, bringing out a full and round character. From Grand Cru vineyards on the Côte des Blancs, this is ready to drink.",Blanc de Blancs Brut,92,95.0,Champagne,Champagne,Ayala 2007 Blanc de Blancs Brut Chardonnay (Champagne),Chardonnay,2007.0,4/6 Excellent,Up to 100€
France,"Bunan's 18th-century castle is called Belle Raisin—Bélouvé in the old Provençal dialect (beautiful grapes in English). With a range of varieties in the blend, it is an attractively integrated wine that has red cherry, raspberry and crisp apple flavors. It is lively and full of ripe fruits, with just a touch of pepper at the end.",Bélouvé,88,15.0,Provence,Côtes de Provence,Domaines Bunan 2015 Bélouvé Rosé (Côtes de Provence),Rosé,2015.0,3/6 Very Good,Up to 20€
France,"Crisp, dry, light wine, its freshness coming from redcurrant fruits. A gentle caramel overlay gives extra weight.",Rosé,86,15.0,Loire Valley,Chinon,Domaine du Grand Bouqueteau 2008 Rosé Cabernet Franc (Chinon),Cabernet Franc,2008.0,2/6 Good,Up to 20€
France,"An astonishing wine, this showchases mature Riesling flavors with abundant fruit, a classic petrol character, and a strong, steely texture. It's structured with tight texture and intense acidity that lingers on the finish. Drink now.",Kitterlé Grand Cru,94,40.0,Alsace,Alsace,Domaines Schlumberger 2008 Kitterlé Grand Cru Riesling (Alsace),Riesling,2008.0,5/6 Superior,Up to 50€
France,"Pale lemon with green hints. Subtle nose showing more savory herbal aromas, fresh cut nettles and a spicy balsamic note. Opened up on the palate  with lots of bright creamy lemon and grapefruit custard flavors, spice, flowers and a strong earthy minerality. Medium-bodied with a smooth, creamy texture and a long taut citrussy finish.",Collection,90,29.0,Alsace,Alsace,Kuentz-Bas 2008 Collection Muscat (Alsace),Muscat,2008.0,4/6 Excellent,Up to 50€
France,"This is a rich, opulent wine with ripe lychee flavors. Forward and spicy, it is showing its flashy youth at the moment. While it will always be ripe in style, as it develops, it will become more sophisticated and complex. Drink until 2022.",Schlossberg Grand Cru,90,28.0,Alsace,Alsace,Cave de Kientzheim-Kaysersberg 2011 Schlossberg Grand Cru Pinot Gris (Alsace),Pinot Gris,2011.0,4/6 Excellent,Up to 50€
France,"The attractive half bottle means this vintage wine can age more quickly than the same wine in a full bottle. It's already hinting at maturity with touches of cookie and toast flavors. There is still a fresh apple and citrus streak that gives a steel, mineral thrust at the end.",Femme de Champagne Grand Cru Brut,93,65.0,Champagne,Champagne,Duval-Leroy 2004 Femme de Champagne Grand Cru Brut  (Champagne),Champagne Blend,2004.0,4/6 Excellent,Up to 100€
France,"Produced from 25-year-old vines, the wine was aged in oak for 24 months. It is a concentrated wine that is ripely spicy, full of black fruits and tannins that are still very present. It is a dense wine that will develop well, impressively rich and still balanced. Drink this wine from 2019.",K-Lys,91,27.0,Southwest France,Cahors,Clos Troteligotte 2012 K-Lys Malbec (Cahors),Malbec,2012.0,4/6 Excellent,Up to 50€
France,"It's sad that only 5,080 bottles of this wine were produced, as it's truly a stunner. Dark and developed, complex and concentrated, this wine exhibits such superb balance and finesse, with nuanced notes of minerality, scrubland, whole tobacco leaf, black pepper and licorice root all gracing the dark fruit core of the nose and mouth. It's lush and full on the palate, and medium tannins provide a solid structure, making the wine drinkable now or ready to age.",L'Hospitalitas - La Clape,93,75.0,Languedoc-Roussillon,Coteaux du Languedoc,Gérard Bertrand 2008 L'Hospitalitas - La Clape Red (Coteaux du Languedoc),Rhône-style Red Blend,2008.0,4/6 Excellent,Up to 100€
France,This wine from the Côte Chalonnaise is a lighter style of Chardonnay than Leflaive's rich Côte de Beaune wines. It's a delicious lightly toasty wine that has crisp acidity and a strong and refreshing dose of lemon juice. The wine is creamy at the end. It will be ready to drink from 2017.,Les Cloux Premier Cru,89,39.0,Burgundy,Rully,Olivier Leflaive 2014 Les Cloux Premier Cru  (Rully),Chardonnay,2014.0,3/6 Very Good,Up to 50€
France,"Red fruit and wood are both prominent in this wine. A juicy red-currant character shows through the high-toast flavor. Attractive and fruity, it is likely to develop quickly. Drink this soft wine from 2018.",Gravières Premier Cru,87,34.0,Burgundy,Santenay,Patriarche Père et Fils 2014 Gravières Premier Cru  (Santenay),Pinot Noir,2014.0,3/6 Very Good,Up to 50€
France,"Fresh, soft and fruity, this is brightened by a jammy red-fruit flavor and light acidity. It has a juicy character, with underlying attractive, gentle tannins.",Château de Chamirey,87,35.0,Burgundy,Mercurey,Domaines Devillard 2010 Château de Chamirey  (Mercurey),Pinot Noir,2010.0,3/6 Very Good,Up to 50€
France,"The nose gives almost nothing away, while the palate discloses only a little pear fruit, boosted by some residual sweetness that makes this wine off dry. It has a gentle, easy charm. Drink soon.",Affenberg,83,22.0,Alsace,Alsace,Domaine Fritz Schmitt 2015 Affenberg Pinot Gris (Alsace),Pinot Gris,2015.0,2/6 Good,Up to 50€
France,"This is the first vintage at this Fleurie property by new owner Alexandra de Vazeilles. It is rich, full of red fruits with considerable acidity. Hints of the 12 months wood aging show in the spice and smoothness at the end. The wine is ready to drink.",Grand Vin,89,60.0,France Other,,Château des Bachelards 2014 Grand Vin Gamay,Gamay,2014.0,3/6 Very Good,Up to 100€
France,"This textured wine is tight with layers of nervy acidity. It is crisp, with good amounts of acidity and flavors of red currants that add extra freshness.",Arbaude,87,15.0,Provence,Côtes de Provence,Mas de Cadenet 2014 Arbaude Rosé (Côtes de Provence),Rosé,2014.0,3/6 Very Good,Up to 20€
France,"Produced from a selection of small parcels, this perfumed wood-aged wine is big and concentrated while also keeping style and balance. It is dark, firm in the center with tannins that are surrounded by juicy acidity and black currant fruits. Keep for a few more months and drink from 2016.",Confidential,89,22.0,Southwest France,Côtes du Marmandais,Cave du Marmandais 2012 Confidential Red (Côtes du Marmandais),Red Blend,2012.0,3/6 Very Good,Up to 50€
France,"There's a faint coppery tinge to this wine's rosy pink hue, and the fruit is somewhat muted, but this remains an enjoyable drink. Leather and scorched cherry flavors are carried by a supple, rounded mouthfeel, finishing with moderate length and intensity. Easy to drink, but not one to hold more than another few months. Certified biodynamic.",Lunar Apogé,85,14.0,Rhône Valley,Tavel,Christian Leperchois 2012 Lunar Apogé  (Tavel),Rosé,2012.0,2/6 Good,Up to 20€
France,"An unusually rich wine for Sancerre, this is packed with apple and pear fruits, with a soft touch of honey to fill out the palate. It is ripe, full of fruit and immediately drinkable, soft at the end while still fresh.",Les Comtesses,88,30.0,Loire Valley,Sancerre,Domaine Paul Thomas 2014 Les Comtesses  (Sancerre),Sauvignon Blanc,2014.0,3/6 Very Good,Up to 50€
France,"A fresh, friendly and fruity apple scent on the nose is far more subdued on the fresh, clean palate. This is dry, lively and refreshing.",Fraicheur Gourmande,87,20.0,Alsace,Alsace,Domaine Charles Frey 2014 Fraicheur Gourmande Sylvaner (Alsace),Sylvaner,2014.0,3/6 Very Good,Up to 20€
France,"The Clos wine from Jean-Luc Baldès reveals juicy black fruits with plenty of young acidity. A firmly structured character powers through the fruits and gives density under the smoother surface. The wine is obviously still young, reveling in its youthful fruits. Drink from 2016.",Clos Triguedina,90,25.0,Southwest France,Cahors,Jean-Luc Baldès 2012 Clos Triguedina Malbec (Cahors),Malbec,2012.0,4/6 Excellent,Up to 50€
France,"Named after the chapel of Château la Gordonne, which is an historic monument, this wine is a rich rendition of ripe red fruits and a generous texture. It is concentrated, with a tannic edge that gives bite to the aftertaste. It could even age a few months and will be great with the Thanksgiving turkey.",La Chapelle,91,23.0,Provence,Côtes de Provence,Château la Gordonne 2015 La Chapelle Rosé (Côtes de Provence),Rosé,2015.0,4/6 Excellent,Up to 50€
France,"Produced in western Touraine, close to Chinon and its red wines, this soft wine is ready to drink. With its smoky character and jammy fruit flavors, it is very much a light, perfumed Cabernet Franc. The aftertaste is dry, although the fruit is always there.",Cuvée Réserve,88,19.0,Loire Valley,Touraine,Château du Petit Thouars 2011 Cuvée Réserve Cabernet Franc (Touraine),Cabernet Franc,2011.0,3/6 Very Good,Up to 20€
France,"The wine is firm and structured while still having fresh juicy fruitiness. Wood and fruit tannins give a dense core of dryness, leaving the acidity and red berry fruits still developing. From one of the best Premier Crus in Pommard, this will be best drunk after 2018.",Les Rugiens Premier Cru,91,141.0,Burgundy,Pommard,Jean-Luc and Paul Aegerter 2012 Les Rugiens Premier Cru  (Pommard),Pinot Noir,2012.0,4/6 Excellent,Up to 500€
France,"A crisp and fruity blend of the herbaceous Sauvignon Blanc and the creamy Loin de l'Oeil, this has apple and grapefruit flavors. It has a bright feel, with a hint of mineral on the finish.",Château Baron,88,14.0,Southwest France,Gaillac,Georges Vigouroux 2011 Château Baron White (Gaillac),White Blend,2011.0,3/6 Very Good,Up to 20€
France,"This bio wine comes from just over one acre of vines in the appellation's best iron-red terroir. It is ripe and creamy, full of smooth apple-purée fruitiness. A good squeeze of lemon juice gives the wine its crisp aftertaste. Drink now.",Climat Les Mûres,88,48.0,Burgundy,Pouilly-Loché,Bret Brothers 2014 Climat Les Mûres  (Pouilly-Loché),Chardonnay,2014.0,3/6 Very Good,Up to 50€
France,"Gold in color, this is a concentrated, rich wine, now very mature. It is dominated by almonds, ripe spice and a intense tangy character that gives intense acidity to this complex wine.",Vin Jaune,90,70.0,France Other,Arbois,Frédéric Lornet 2005 Vin Jaune Savagnin (Arbois),Savagnin,2005.0,4/6 Excellent,Up to 100€
France,"Fresh and with a herbaceous background, this is a tight, taut and mineral wine. It presents a definite tang of lemon zest, steeliness and a crisp aftertaste. It can be drunk now, although it will be better from 2016.",Origine Blanc,87,30.0,Loire Valley,Sancerre,Domaine Matthias et Emile Roblin 2013 Origine Blanc  (Sancerre),Sauvignon Blanc,2013.0,3/6 Very Good,Up to 50€
France,"A strongly herbal, garrigue character dominates the overall personality of this wine, but is supported by ample black plum and cherry notes to keep it from being overly earthy or green. Firm, slightly astringent tannins coat the palate and remain well into the finish.",Carrément Rouge,89,43.0,Languedoc-Roussillon,Côtes du Roussillon Villages,Domaine de l'Edre 2010 Carrément Rouge Red (Côtes du Roussillon Villages),Rhône-style Red Blend,2010.0,3/6 Very Good,Up to 50€
France,"Owned by Beaune merchant Louis Jadot, this cru estate produces some impressive wines. While its alcohol is excessive for a Beaujolais, it wears its power well. The black plum fruit and tannins from wood aging that are still very present will soften over the next year to give a rich generous wine with a style that is Burgundian rather than traditional Beaujolais. Drink from 2018.",Côte du Py,92,43.0,Beaujolais,Morgon,Château des Jacques 2015 Côte du Py  (Morgon),Gamay,2015.0,4/6 Excellent,Up to 50€
France,"This predominately Duras wine is fresh and fruity with an attractive depth of smoky tannins and structure. It is rich enough to age although its red currant fruitiness is delicious and juicy now. Drink now, or age until 2018.",Cuvée des Drilles,87,15.0,Southwest France,Gaillac,Domaine d'Escausses 2014 Cuvée des Drilles Red (Gaillac),Red Blend,2014.0,3/6 Very Good,Up to 20€
France,"Subtle notes of earth mix with summer blossom, along with hints of honey, quince and zesty, fresh lemon peel. These aromas dance and take turns on the dry, balanced palate that shines both with rich fruit and slender tone. Lemony freshness pervades everything with its brightness. This is lovely now but will be even lovelier over the years. Drink 2016–2030.",Schlossberg Grand Cru,95,46.0,Alsace,Alsace,Domaine Weinbach 2014 Schlossberg Grand Cru Riesling (Alsace),Riesling,2014.0,5/6 Superior,Up to 50€
France,Marie-Amélie is the daughter of the Henriets and her cuvée is a fine blend of ripe fruits from the difficult 2010 vintage. It has a crisp element as well as fresh acidity and delicious apple juice and ripe pear flavors. A crisper element gives a balanced wine that has soft acidity at the end.,Marie-Amélie Fleur de Vigne Premier Cru Brut,92,87.0,Champagne,Champagne,Henriet-Bazin 2010 Marie-Amélie Fleur de Vigne Premier Cru Brut Chardonnay (Champagne),Chardonnay,2010.0,4/6 Excellent,Up to 100€
France,"This is a tight wine, firm with tannins and with a bitter edge. Jammy cherry fruits lie behind this structure, along with acidity. The wine will soften and be ready to drink from 2018.",Collection,85,12.0,Beaujolais,Beaujolais-Villages,L. Tramier & Fils 2016 Collection  (Beaujolais-Villages),Gamay,2016.0,2/6 Good,Up to 20€
France,"Freshly cut apple peel and apple fruit create a very welcoming and lively palate. The fruit is clean and very invigorating, while the dry finish provides cool refreshment.",Vieilles Vignes,89,17.0,Alsace,Alsace,Jean-Marc Bernhard 2014 Vieilles Vignes Riesling (Alsace),Riesling,2014.0,3/6 Very Good,Up to 20€
France,"The flinty soil of the area of Saint-Fiacre gives a strongly mineral character to this wine. Coming from old vines with an average age of 40-years-old, it is just mature, rich and with great complexity. It is a fine wine, ready to drink now.",Vieilles Vignes Sur Lie,91,18.0,Loire Valley,Muscadet Sèvre et Maine,Domaine les Grands Presbytères 2013 Vieilles Vignes Sur Lie  (Muscadet Sèvre et Maine),Melon,2013.0,4/6 Excellent,Up to 20€
France,"This is a wine with harshness, sharp walnut and bitter orange flavors. It gives off a hard feeling that probably won't soften much.",Plants Carré,83,18.0,Burgundy,Mâcon-Villages,Domaine des Deux Roches 2013 Plants Carré  (Mâcon-Villages),Chardonnay,2013.0,2/6 Good,Up to 20€
France,"The wine from Bruno Martin is juicy with berry flavors in an 80% Merlot and 20% Cabernet Sauvignon blend. The tannins are already well integrated into this ripe wine. Perfumed and lively with acidity, it is going to be a bright, fruity wine. Drink from 2018.",Cuvée Prestige,87,26.0,Bordeaux,Blaye Côtes de Bordeaux,Château Roland-La-Garde 2014 Cuvée Prestige  (Blaye Côtes de Bordeaux),Bordeaux-style Red Blend,2014.0,3/6 Very Good,Up to 50€
France,"There's an initial astringency to the bouquet of this wine, presented in scents of red-cherry skin, apple and raspberry leaf. The palate offers more of the same, with bitter tannins and fruit-skin flavors that lead into a finish reminiscent of oversteeped black tea.",Marquis de Brim Grande Réserve,83,12.0,France Other,Vin de France,L. Tramier & Fils 2014 Marquis de Brim Grande Réserve Cabernet Sauvignon (Vin de France),Cabernet Sauvignon,2014.0,2/6 Good,Up to 20€
France,"Hugely perfumed, this is a ripe, very rich wine with stacks of flavor piled upon each other. It's a naturally opulent wine, that's sweet with tropical fruits and honey in equal measure. It is very ready to drink, but will also age well, so drink until 2021.",Zinnkoepflé Grand Cru Vendanges Tardives,93,45.0,Alsace,Alsace,Rieflé 2011 Zinnkoepflé Grand Cru Vendanges Tardives Gewurztraminer (Alsace),Gewürztraminer,2011.0,4/6 Excellent,Up to 50€
France,"Smooth yet crisp, this has attractive acidity and strawberry fruit. It is poised and elegant, with just the right amount of acidity.",Classique,88,11.0,Provence,Coteaux d'Aix-en-Provence,Les Quatre Tours 2011 Classique Rosé (Coteaux d'Aix-en-Provence),Rosé,2011.0,3/6 Very Good,Up to 20€
France,"Jaboulet's Condrieu program takes a huge step forward with this release, which artfully combines barrel fermentation and aging with just-ripe Viognier into a compelling and cohesive whole. The toast and baking-spice elements provide the right amount of restraint to the tropical fruit notes, which then finish with tremendous, mouthwatering length. Drink now–2020.",Domaine de Grands Amandiers,93,100.0,Rhône Valley,Condrieu,Paul Jaboulet Aîné 2010 Domaine de Grands Amandiers  (Condrieu),Viognier,2010.0,4/6 Excellent,Up to 100€
France,"While full and ripe in style, this wine is also quite dry. It's packed with crisp, youthful fruits, along with an intensely mineral texture that penetrates deep on the palate. Apple and lime juice pierce through the finish. Drink through 2021.",Cuvée Spéciale Brut Millesimé,91,75.0,Champagne,Champagne,Nicolas Feuillatte 2005 Cuvée Spéciale Brut Millesimé  (Champagne),Champagne Blend,2005.0,4/6 Excellent,Up to 100€
France,"An attractive blend in which Pinot Blanc seems to dominate, this wine is delicately creamy in texture with lively acidity and ripe apple and pear flavors. This is a wine to drink now.",Edelzwicker Réserve,86,14.0,Alsace,Alsace,Dirler-Cadé 2011 Edelzwicker Réserve White (Alsace),White Blend,2011.0,2/6 Good,Up to 20€
France,"Pinot Gris, with its pale-pink skin, is the grape of choice in Reuilly for rosés. With a color that matches pale rosés from Provence, the wine is lightly spicy while also dry. Its balanced acidity is just right. Drink now.",Pinot Gris,88,20.0,Loire Valley,Reuilly,Domaine de Reuilly 2015 Pinot Gris Rosé (Reuilly),Rosé,2015.0,3/6 Very Good,Up to 20€
France,"Aroams of high-toned cherry and berry lead the nose of this wine, with secondary scents of tar, balsamic and leathery spice. Medium weight and smooth in body, the satiny tannins provide a subtle, accessible structure, framed by juicy  black-cherry and -raspberry flavors. Drink now.",La Lionne,88,12.0,Languedoc-Roussillon,Pays d'Oc,Domaine de l'Engarran 2014 La Lionne Red (Pays d'Oc),Red Blend,2014.0,3/6 Very Good,Up to 20€
France,A light and fruity wine with a slight tincture of tannin and acidity. Red-cherry and banana flavors dominate this readily drinkable wine.,Les Violettes,85,12.0,Beaujolais,Beaujolais,Barton & Guestier 2015 Les Violettes  (Beaujolais),Gamay,2015.0,2/6 Good,Up to 20€
France,"Lemon notes are tinged with earthiness, on the palate a light, lemony vein dominates, backed by some texture and apple fruit. The finish is clean.",Eichberg Grand Cru,88,35.0,Alsace,Alsace,Domaine Charles Baur 2014 Eichberg Grand Cru Riesling (Alsace),Riesling,2014.0,3/6 Very Good,Up to 50€
France,"With some firm structure, this wine also has great fruitiness. It offers plenty of raspberry fruits, good acidity and a solid texture of tannins. The acidity keeps the wine perfumed and fresh. Drink the wine from 2019.",Domaine du Pavillon Clos des Ursulines,90,80.0,Burgundy,Pommard,Albert Bichot 2014 Domaine du Pavillon Clos des Ursulines  (Pommard),Pinot Noir,2014.0,4/6 Excellent,Up to 100€
France,"This is a spicy wine, with toasty wood flavors. Happily the fruit is also there, spreading its juicy acidity over the tannins. Let this wine fill out over the next few months and it will be ready to drink from 2017.",Intense,88,13.0,Bordeaux,Bordeaux,Château Lamothe-Vincent 2014 Intense  (Bordeaux),Bordeaux-style Red Blend,2014.0,3/6 Very Good,Up to 20€
France,"Very tangy in texture, it has spice from wood aging and a crisply fresh character. It is bright and light, and very lemony at the end.",Grand Va,85,30.0,Burgundy,Mâcon-Chardonnay,Collovray et Terrier 2012 Grand Va  (Mâcon-Chardonnay),Chardonnay,2012.0,2/6 Good,Up to 50€
France,"This bright and fruity wine is attractively ready to drink. It is fresh, crisp with apples and lightly touched with citrus.",Chêne Marchand,88,17.0,Loire Valley,Sancerre,Domaine Reverdy-Ducroux 2014 Chêne Marchand  (Sancerre),Sauvignon Blanc,2014.0,3/6 Very Good,Up to 20€
France,"This is a rich, fruity wine that has a definite minerally character. The chalky texture is laced with lemon and apricot flavors, leading to a crisp, tight finish.",Climat en Combe,89,31.0,Burgundy,Saint-Véran,Bret Brothers 2010 Climat en Combe  (Saint-Véran),Chardonnay,2010.0,3/6 Very Good,Up to 50€
France,"Subtle but persistent notes of ripe pear, sandalwood and mirabelle appear on the nose. The palate is powerful and concentrated, weighing in with bundled notes of ripe orange zest that lend bright structure to an abundance of pear and earth notes. This is a big ripe wine, full flavored and potent. It has barely begun its trajectory and will acquire even more spice and allure over the years. This really is one to lay down. Drink 2020–2030.",Mambourg Grand Cru,94,55.0,Alsace,Alsace,Domaine Marcel Deiss 2013 Mambourg Grand Cru White (Alsace),Alsace white blend,2013.0,5/6 Superior,Up to 100€
France,"Dense, weighty and concentrated now, this wine will become opulent once the surface tannins finally integrate. The wine is superrich, with chocolate and licorice partnering with the intense fruit.",Corton Bressandes,94,163.0,Burgundy,Corton-Bressandes,Domaine de la Pousse d'Or 2009 Corton Bressandes  (Corton-Bressandes),Pinot Noir,2009.0,5/6 Superior,Up to 500€
France,"Steinbach is a village at the extreme southern end of the Alsace vineyard, known for its Pinot Noir. This is a rich, full example—a wine that has structure and concentration, as well as ripe cherry fruitiness. It can be drunk now, or until 2022.",Steinbach,90,35.0,Alsace,Alsace,Joseph Cattin 2010 Steinbach Pinot Noir (Alsace),Pinot Noir,2010.0,4/6 Excellent,Up to 50€
France,"Lovely pure notes of red crunchy cherry dominate the nose. They are also present on the slender, almost slight, palate that is completely dry but full of the charm of the fruit. Ample freshness brightens the entire wine which is well-suited to being chilled. It's a friendly easy charming red.",Tradition,89,18.0,Alsace,Alsace,Jean-Marc Bernhard 2015 Tradition Pinot Noir (Alsace),Pinot Noir,2015.0,3/6 Very Good,Up to 20€
France,"This dense and dark wine is showing as much tannin as fruit at this stage. It's powerful, the dark fruits ripe and seriously structured. Spice, berries, coffee and a tense, mineral texture are all part of the mix. It needs considerable aging, so don't drink before 2019",K-2,95,60.0,Southwest France,Cahors,Clos Troteligotte 2012 K-2 Malbec (Cahors),Malbec,2012.0,5/6 Superior,Up to 100€
France,"A fine, ripe wine—very balanced—from an estate that dates back to the 12th century. The Tannat grape lends tannins but also offers ripe, juicy fruits that come forward to give both power and delicious fruitiness.",Château Arricau-Bordes,90,20.0,Southwest France,Madiran,Producteurs Plaimont 2010 Château Arricau-Bordes Tannat (Madiran),Tannat,2010.0,4/6 Excellent,Up to 20€
France,"A lightweight wine, almost tangy in its freshness. Wild strawberry flavors give a great liveliness to a wine that is taut in its acidity.",Buissonnier,83,15.0,Burgundy,Bourgogne,Vignerons de Buxy 2008 Buissonnier  (Bourgogne),Pinot Noir,2008.0,2/6 Good,Up to 20€
France,"A blend of Mauzac and Loin de l'Oeil, commonly found in Gaillac, this bright, fruity and herbaceous wine is crisp and citrus-driven. A strong mineral edge to the texture adds bite to the aftertaste. Drink from 2015.",Les Jacquaires,88,25.0,France Other,Vin de France,Château la Colombière 2014 Les Jacquaires White (Vin de France),White Blend,2014.0,3/6 Very Good,Up to 50€
France,"A mix of toast and mint aromas lead to a wine that has a split personality between herbal flavors and spicy toast. It doesn't work, its fruit forgotten in the middle.",Roquefortissime,83,22.0,Bordeaux,Bordeaux Blanc,Château Roquefort 2013 Roquefortissime  (Bordeaux Blanc),Bordeaux-style White Blend,2013.0,2/6 Good,Up to 50€
France,"Earthy notes are mixed into the perfume of fleshy, ripe apricots, edged with baking spice. The palate plays on the same register of ripe stone fruit tempered by spice, earth and dried orange peel. This is dry and slender but incisive and concentrated—very grown up and appealing in a restrained, elegant fashion. The finish is clean and long. Drink 2016–2025.",Saering Grand Cru,92,29.0,Alsace,Alsace,Domaines Schlumberger 2012 Saering Grand Cru Riesling (Alsace),Riesling,2012.0,4/6 Excellent,Up to 50€
France,"This is a soft wine from a major Rhône valley producer. Attractive acidity gives it a crisp, bright feel. Tangy citrus and clean, light fruitiness are all there, balanced and ready to drink. Drink now.",La Châsse,85,11.0,France Other,Vin de France,Gabriel Meffre 2015 La Châsse Chardonnay (Vin de France),Chardonnay,2015.0,2/6 Good,Up to 20€
France,"Very vivid notes of green citrus signal refreshment and lightness. The palate confirms this near weightless lightness and underlines it with fine tiny bubbles that fizz away creamily, providing a counterpoint and resulting in a wine that is both exquisitely light, dry, creamy and elegant. If you are looking for a sophisticated but light apéritif, this is your answer.",Blanc de Blancs Brut,92,30.0,Alsace,Crémant d'Alsace,Domaine Pfister 2013 Blanc de Blancs Brut Sparkling (Crémant d'Alsace),Sparkling Blend,2013.0,4/6 Excellent,Up to 50€
France,"From a small portion of the Fonréaud vineyard, this blend of 65% Sauvignon Blanc with Sémillon and Muscadelle is delicately wood aged to give a ripe fruity wine with added spice. It is perfumed and aromatic with a smooth creamy texture. With its intense acidity, it is a delicious and refreshing wine. Drink now.",Le Cygne,90,29.0,Bordeaux,Bordeaux Blanc,Château Fonréaud 2014 Le Cygne  (Bordeaux Blanc),Bordeaux-style White Blend,2014.0,4/6 Excellent,Up to 50€
France,"Fragrant notes of both green zingy fresh apples and more mellow baked apple fill the nose. The palate follows this with yeasty autolysis reminiscent of sourdough bread, dark honey and more refreshing green apple. The palate is lithe, dry and elegant with fine mousse and makes for a mouth-watering finish and a classy apéritif.",Plaisir Perlant Extra Brut,91,30.0,Alsace,Crémant d'Alsace,Domaine Charles Frey 2013 Plaisir Perlant Extra Brut Sparkling (Crémant d'Alsace),Sparkling Blend,2013.0,4/6 Excellent,Up to 50€
France,"A small portion of this producer's vineyard, predominantly in three of the crus, is in Beaujolais-Villages. He has produced a small-production structured wine with noticeable tannins as well as ripe, juicy red fruits. Drink now.",Vieilles Vignes,87,20.0,Beaujolais,Beaujolais-Villages,Château Gaillard 2015 Vieilles Vignes  (Beaujolais-Villages),Gamay,2015.0,3/6 Very Good,Up to 20€
France,"The Sichel family delivers a ripe, tropical-fruit flavored wine that is full bodied while also balanced. It has weight, with its apricot and mango flavors right up-front. The aftertaste continues the rich theme, a medley and yellow fruits with enough acidity to balance.",Château Argadens,88,15.0,Bordeaux,Bordeaux Blanc,Maison Sichel 2015 Château Argadens  (Bordeaux Blanc),Bordeaux-style White Blend,2015.0,3/6 Very Good,Up to 20€
France,"This young and structured wine has ample fresh red-currant fruitiness, but is ensconced in dry tannins that will soften over the next few years. The wine holds good potential, with its bright fruit and final acidity. Drink from 2019.",Les Chaumées Premier Cru,93,65.0,Burgundy,Chassagne-Montrachet,Au Pied du Mont Chauve 2013 Les Chaumées Premier Cru  (Chassagne-Montrachet),Pinot Noir,2013.0,4/6 Excellent,Up to 100€
France,"The second wine of Château de Lamarque is named after the medieval tower of the castle. It is a densely tannic wine, firm and dense although also with plenty of black-plum fruits. The wood aging is still showing prominently, giving a tough, dry edge to the wine that needs to soften. Give this tight wine until 2018.",Donjon de Lamarque,88,30.0,Bordeaux,Haut-Médoc,Château de Lamarque 2012 Donjon de Lamarque  (Haut-Médoc),Bordeaux-style Red Blend,2012.0,3/6 Very Good,Up to 50€
France,"Rich, full of citrus and ripe apple flavors, this is a sophisticated wine. The mineral texture and the dense fruit flavors offer a delicious take on Sauvignon Blanc, giving complexity and ripeness. Drink this wine from 2018.",La Terre des Anges,91,25.0,Loire Valley,Sancerre,Domaine Laporte 2016 La Terre des Anges  (Sancerre),Sauvignon Blanc,2016.0,4/6 Excellent,Up to 50€
France,"This has firm tannins, and it demonstrates the potential of its juicy fruit flavors. With its powerful structure, this is a slowly developing selection that needs at least five years in a cellar.",Sur les Grèves Clos Saint-Anne Premier Cru,91,57.0,Burgundy,Beaune,Jaffelin 2010 Sur les Grèves Clos Saint-Anne Premier Cru  (Beaune),Pinot Noir,2010.0,4/6 Excellent,Up to 100€
France,"From a single parcel in the estate, this is a full and rich wine with impressive intensity and concentration. It has spice, pepper and warm black cherry fruits, with a layer of tannins. Ripe and full in the mouth, this can be enjoyed now.",Oudan,89,30.0,Loire Valley,Côte Roannaise,Domaine Sérol 2013 Oudan Gamay (Côte Roannaise),Gamay,2013.0,3/6 Very Good,Up to 50€
France,"The citrus notes on the nose are subdued. On the palate, they strike up and portray tangerine and lemon on the slender, dry and fresh body. The finish almost has a tropical quality.",Signature,89,13.0,Alsace,Alsace,Domaine Robert Klingenfus 2016 Signature Riesling (Alsace),Riesling,2016.0,3/6 Very Good,Up to 20€
France,"In Provence, heavy bottle seems to equal high alcohol. It's true here, with a wine that, while it has the right pale grey pink color, is almost too rich for its own good. It does have fruit and acidity but they are just a part of a powerful and ripe wine. Age it until the end of 2014 for best results.",Ikon,88,35.0,Provence,Côtes de Provence,Château Hermitage Saint-Martin 2013 Ikon Rosé (Côtes de Provence),Rosé,2013.0,3/6 Very Good,Up to 50€
France,"This fresh, crisp wine has plenty of lively citrus fruits that are enriched by red apple and zesty orange flavors. The wine is already delicious in its fruitiness and ready to drink.",Coulée des Moulins,88,25.0,Loire Valley,Coteaux du Giennois,Florian Roblin 2014 Coulée des Moulins Sauvignon Blanc (Coteaux du Giennois),Sauvignon Blanc,2014.0,3/6 Very Good,Up to 50€
France,"The wine is ripe and bone dry. It has a tight structure, mineral texture and intense acidity. There is a bitter edge in this young wine that will blow away as the ripe white fruit asserts itself. At the end, there is a touch of honey.",Fantaisie,88,18.0,Southwest France,Jurançon Sec,Château de Jurque 2014 Fantaisie  (Jurançon Sec),Gros and Petit Manseng,2014.0,3/6 Very Good,Up to 20€
